_runtime,training/log_alpha,training/alpha_loss,eval/episode_success_any,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success_easy,eval/episode_success_hard,eval/episode_dist,eval/episode_reward_near,step,_timestamp,eval/episode_reward_survive,render,eval/episode_success,training/sps,training/entropy,eval/episode_reward,training/actor_loss,eval/episode_reward_dist,_step
65.516041164,,,,,,,,,,,1773932019.437564,,"{'path': 'media/html/render_0_906d664bb98d0da6b8df.html', 'size': 3884965.0, '_type': 'html-file', 'sha256': '906d664bb98d0da6b8df6856f72c1a96daf795e5e0bc581ae7df583f70976ce4'}",,,,,,,0.0
164.846573428,,,,,,,,,,,1773932118.7681985,,"{'path': 'media/html/render_1_2688efbe97664caaac1f.html', 'size': 3874173.0, '_type': 'html-file', 'sha256': '2688efbe97664caaac1f4313f285d3ea03a36ebff172120f4643f992c67b333a'}",,,,,,,1.0
190.826957668,0.0,1.8856661319732666,0.0361328125,-1421.91943359375,0.7714547514915466,27.9619140625,0.0,4821.9853515625,0.0,1333248.0,1773932118.9655094,659.5205078125,,1.404296875,7877.005966310242,0.0,1.404296875,-32.344261169433594,0.0,1333248.0
216.894969641,0.0,0.01129750907421112,0.0107421875,-1052.562744140625,0.326438307762146,6.57421875,0.0,4281.91650390625,0.0,1587200.0,1773932144.7479167,503.103515625,,0.40625,21844.90771438581,0.0,0.40625,-26.226613998413086,0.0,1587200.0
242.8468611,0.0,0.0002386921114521101,0.0068359375,-1261.656005859375,0.18484210968017578,9.7490234375,0.0,4503.7607421875,0.0,1841152.0,1773932170.8160195,561.060546875,,0.1455078125,21746.121538340143,0.0,0.1455078125,-19.288471221923828,0.0,1841152.0
268.98271795,0.0,0.0005029056337662041,0.0078125,-1434.42333984375,0.1874161809682846,8.7451171875,0.0,6027.1435546875,0.0,2095104.0,1773932196.7679503,745.880859375,,0.494140625,21703.202742518726,0.0,0.494140625,-15.828391075134277,0.0,2095104.0
321.889264658,0.0,0.00018719720537774265,0.0048828125,-1148.590087890625,0.19858340919017792,6.7333984375,0.0,5062.80859375,0.0,2349056.0,1773932275.8109117,615.9306640625,"{'path': 'media/html/render_2349056_e0785e25f24e2b4921a5.html', 'size': 3868665.0, '_type': 'html-file', 'sha256': 'e0785e25f24e2b4921a5b10441f879cb3143e22b5ef28db8abd25f3fb4a4c798'}",0.0849609375,21651.463532019756,0.0,0.0849609375,-13.444608688354492,0.0,2349056.0
348.181034462,0.0,2.5338864361401647e-05,0.0234375,-1319.923095703125,0.23091059923171997,18.28125,0.0,6187.3857421875,0.0,2603008.0,1773932276.0004041,730.0166015625,,1.384765625,21740.462857807197,0.0,1.384765625,-12.453775405883789,0.0,2603008.0
374.129594428,0.0,9.523576591163874e-05,0.01171875,-1403.583740234375,0.2837986648082733,15.541015625,0.0,6424.7412109375,0.0,2856960.0,1773932302.1020122,786.955078125,,0.53515625,21523.044628509047,0.0,0.53515625,-12.426859855651855,0.0,2856960.0
400.132071513,0.0,1.4142146937956568e-05,0.0537109375,-1640.9896240234375,0.32499635219573975,53.7861328125,0.0,6782.34912109375,0.0,3110912.0,1773932328.0504532,862.2236328125,,4.955078125,21726.314186402327,0.0,4.955078125,-12.945300102233887,0.0,3110912.0
425.952710719,0.0,4.52999029221246e-06,0.1103515625,-1772.120361328125,0.3849200904369354,124.91796875,0.0,6965.20751953125,0.0,3364864.0,1773932354.0529773,936.73828125,,8.5810546875,21706.605256561572,0.0,8.5810546875,-13.780284881591797,0.0,3364864.0
478.874986129,0.0,-2.7653650249703787e-06,0.029296875,-1370.856201171875,0.43208688497543335,22.720703125,0.0,6346.423828125,0.0,3618816.0,1773932432.7966576,778.7529296875,"{'path': 'media/html/render_3618816_c363d6a3c35c95afad35.html', 'size': 3871961.0, '_type': 'html-file', 'sha256': 'c363d6a3c35c95afad35fd259cc66652028218c3daabe3009cb9d0dd9b78e281'}",3.12890625,21791.543615528906,0.0,3.12890625,-13.993464469909668,0.0,3618816.0
504.878495789,0.0,-4.059189814142883e-05,0.0400390625,-1348.177490234375,0.4835965931415558,27.529296875,0.0,6563.759765625,0.0,3872768.0,1773932433.0070224,773.91015625,,4.3955078125,21710.343369072838,0.0,4.3955078125,-14.742963790893555,0.0,3872768.0
530.801433163,0.0,5.848011278430931e-05,0.0703125,-1431.156982421875,0.5219708681106567,51.9013671875,0.0,6471.8505859375,0.0,4126720.0,1773932458.799388,818.009765625,,16.15234375,21828.746922057875,0.0,16.15234375,-14.965716361999512,0.0,4126720.0
556.503104013,0.0,-4.9762595153879374e-05,0.146484375,-1538.4139404296875,0.6007572412490845,115.2060546875,0.0,6139.4560546875,0.0,4380672.0,1773932484.722384,831.3154296875,,24.806640625,21848.992996498895,0.0,24.806640625,-15.698953628540039,0.0,4380672.0
582.429249209,0.0,-2.7334044716553763e-05,0.1240234375,-1469.0733642578125,0.6573318839073181,105.126953125,0.0,6194.26953125,0.0,4634624.0,1773932510.4241772,813.845703125,,26.3837890625,21995.434262864124,0.0,26.3837890625,-16.068973541259766,0.0,4634624.0
634.270815481,0.0,4.289601929485798e-05,0.1455078125,-1764.613037109375,0.6670113205909729,113.955078125,0.0,6980.28173828125,0.0,4888576.0,1773932588.1924915,907.90234375,"{'size': 3877025.0, '_type': 'html-file', 'sha256': '5d86b7f177fa210b1a04830adf14ceb39711ea80f52673bf1b46747f9c86b876', 'path': 'media/html/render_4888576_5d86b7f177fa210b1a04.html'}",50.78515625,21840.211326670484,0.0,50.78515625,-15.803693771362305,0.0,4888576.0
660.39568347,0.0,-3.183785520377569e-05,0.125,-1405.9588623046875,0.716973066329956,67.384765625,0.0,6533.4150390625,0.0,5142528.0,1773932588.3811028,828.6201171875,,28.78515625,21971.0096514061,0.0,28.78515625,-16.340360641479492,0.0,5142528.0
686.078248889,0.0,2.6630101274349727e-05,0.1328125,-1334.732666015625,0.7515264749526978,100.8779296875,0.0,5781.052734375,0.0,5396480.0,1773932614.3168516,738.150390625,,59.322265625,21831.34453703008,0.0,59.322265625,-16.674222946166992,0.0,5396480.0
711.952599157,0.0,-3.623015436460264e-05,0.1357421875,-1490.8968505859375,0.7996809482574463,89.671875,0.0,6253.68359375,0.0,5650432.0,1773932639.999112,813.55859375,,56.4765625,22034.118378207364,0.0,56.4765625,-17.0513973236084,0.0,5650432.0
737.625101492,0.0,-2.367440714579061e-07,0.150390625,-1557.1337890625,0.8254802227020264,124.017578125,0.0,6394.3720703125,0.0,5904384.0,1773932665.873148,851.37890625,,96.736328125,21940.257913654594,0.0,96.736328125,-17.1458740234375,0.0,5904384.0
790.72238701,0.0,-4.8871541366679594e-05,0.1162109375,-1679.47509765625,0.8599700331687927,98.7626953125,0.0,6968.5146484375,0.0,6158336.0,1773932744.643927,901.015625,"{'path': 'media/html/render_6158336_8f53fa9e9a0a63950ea8.html', 'size': 3865317.0, '_type': 'html-file', 'sha256': '8f53fa9e9a0a63950ea82617f83795f6dbcd70b1001a6fba449d583ebcf38856'}",76.8203125,22067.388574294466,0.0,76.8203125,-17.6708984375,0.0,6158336.0
816.557853616,0.0,5.255373253021389e-05,0.1162109375,-1361.7431640625,0.8761062622070312,55.80078125,0.0,6623.4375,0.0,6412288.0,1773932744.8392339,801.9306640625,,29.984375,22007.99388690649,0.0,29.984375,-18.116914749145508,0.0,6412288.0
842.366977986,0.0,-0.00013456160377245396,0.2001953125,-1742.0986328125,0.9189934730529785,162.93359375,0.0,6715.8935546875,0.0,6666240.0,1773932770.4788144,916.029296875,,145.638671875,22112.781763247647,0.0,145.638671875,-19.046464920043945,0.0,6666240.0
867.981198274,0.0,3.967983502661809e-05,0.1748046875,-1579.049560546875,0.9123967885971069,146.359375,0.0,5803.697265625,0.0,6920192.0,1773932796.2880292,802.3671875,,130.4619140625,22065.20299749808,0.0,130.4619140625,-19.44390296936035,0.0,6920192.0
893.771695597,0.0,1.0347433999413624e-05,0.162109375,-1600.9334716796875,0.9535505771636963,113.359375,0.0,6498.27001953125,0.0,7174144.0,1773932821.901522,860.6904296875,,96.4365234375,22174.90585821397,0.0,96.4365234375,-20.1455135345459,0.0,7174144.0
945.688098534,0.0,-7.74935688241385e-06,0.1953125,-1624.2484130859375,0.9491490125656128,155.265625,0.0,6217.029296875,0.0,7428096.0,1773932899.6096702,869.5244140625,"{'path': 'media/html/render_7428096_54aacf8b4619c66b1699.html', 'size': 3870525.0, '_type': 'html-file', 'sha256': '54aacf8b4619c66b16995bce4b31b7a2fc5dfca87bd22d415683eb42cf2a754b'}",115.791015625,22084.11494923679,0.0,115.791015625,-20.84456443786621,0.0,7428096.0
971.705703208,0.0,-8.071713637036737e-06,0.1787109375,-1754.9625244140625,1.004764437675476,144.62109375,0.0,6939.015625,0.0,7682048.0,1773932899.814923,923.6337890625,,129.11328125,22250.053463703534,0.0,129.11328125,-22.222496032714844,0.0,7682048.0
997.260533712,0.0,8.13821952760918e-06,0.2373046875,-1737.088623046875,1.0030267238616943,185.34375,0.0,6038.119140625,0.0,7936000.0,1773932925.6267612,879.986328125,,162.73828125,22056.078630365813,0.0,162.73828125,-22.45532989501953,0.0,7936000.0
1023.004151837,0.0,-3.0236938982852735e-05,0.177734375,-1809.998046875,1.0177624225616455,159.5927734375,0.0,6977.595703125,0.0,8189952.0,1773932951.1812358,919.7177734375,,149.498046875,22276.069420570795,0.0,149.498046875,-23.799556732177734,0.0,8189952.0
1048.56545625,0.0,-1.041895757225575e-05,0.2158203125,-1591.6734619140625,0.9867917895317078,175.466796875,0.0,5386.857421875,0.0,8443904.0,1773932976.9250147,792.7255859375,,157.8955078125,22185.160594075955,0.0,157.8955078125,-24.511972427368164,0.0,8443904.0
1101.565083835,0.0,3.2544583518756554e-05,0.2548828125,-1793.90478515625,1.0067638158798218,199.6611328125,0.0,6217.4423828125,0.0,8697856.0,1773933055.486743,896.4072265625,"{'_type': 'html-file', 'sha256': '4bbeb3e9ed2e5d1e9c0b6890acac702f0fc5755d0b2e70cac4d73587eb5d53bc', 'path': 'media/html/render_8697856_4bbeb3e9ed2e5d1e9c0b.html', 'size': 3861725.0}",180.6708984375,22259.15857599984,0.0,180.6708984375,-24.608640670776367,0.0,8697856.0
1127.370204748,0.0,-2.1603562345262617e-05,0.0654296875,-1844.45751953125,0.9487369060516357,169.619140625,0.0,7245.0654296875,0.0,8951808.0,1773933055.6975894,951.2021484375,,28.857421875,22143.529553394605,0.0,28.857421875,-25.30501937866211,0.0,8951808.0
1153.108776553,0.0,-2.4190760086639784e-05,0.1982421875,-1798.15185546875,0.9402826428413391,159.2509765625,0.0,7080.7958984375,0.0,9205760.0,1773933081.2911298,941.255859375,,150.03515625,22220.17738744081,0.0,150.03515625,-25.16537094116211,0.0,9205760.0
1178.6393154309999,0.0,6.417481927201152e-05,0.205078125,-1678.708740234375,0.9633834362030029,176.0048828125,0.0,6555.9169921875,0.0,9459712.0,1773933107.0297647,901.3466796875,,166.4462890625,22197.907354853993,0.0,166.4462890625,-26.653478622436523,0.0,9459712.0
1204.387466197,0.0,-7.274694507941604e-05,0.203125,-1708.646240234375,0.9834483861923218,175.9619140625,0.0,7089.0966796875,0.0,9713664.0,1773933132.5601847,947.341796875,,148.490234375,22334.337432983477,0.0,148.490234375,-27.39577293395996,0.0,9713664.0
1256.228855299,0.0,-5.837377557327272e-06,0.2919921875,-1683.934814453125,0.9650647044181824,228.994140625,0.0,5445.814453125,0.0,9967616.0,1773933210.1505034,831.037109375,"{'path': 'media/html/render_9967616_8e8788a4331af8df1934.html', 'size': 3871593.0, '_type': 'html-file', 'sha256': '8e8788a4331af8df19343b879d92e843cfecf8111a19906033c38abf17360bfe'}",213.67578125,22191.336112903584,0.0,213.67578125,-27.170190811157227,0.0,9967616.0
1282.229310062,0.0,7.563348481198773e-05,0.28125,-1896.974365234375,0.9554591774940491,232.1416015625,0.0,6603.625,0.0,10221568.0,1773933210.354597,968.041015625,,218.234375,22340.64502503148,0.0,218.234375,-28.225383758544922,0.0,10221568.0
1307.759759017,0.0,-6.183743607834913e-06,0.267578125,-1899.08447265625,0.955757737159729,227.314453125,0.0,6381.87841796875,0.0,10475520.0,1773933236.150445,943.3662109375,,212.66796875,22113.815169317426,0.0,212.66796875,-28.053335189819336,0.0,10475520.0
1333.482775296,0.0,-0.00012037817214149982,0.2578125,-1695.098388671875,0.9274628162384033,190.552734375,0.0,6017.0078125,0.0,10729472.0,1773933261.680658,862.26953125,,164.4111328125,22317.55126533471,0.0,164.4111328125,-29.59246253967285,0.0,10729472.0
1358.998297599,0.0,4.249776975484565e-05,0.30078125,-1998.5625,0.9262546896934509,249.2841796875,0.0,6543.6162109375,0.0,10983424.0,1773933287.4035733,983.9208984375,,212.810546875,22233.428045530156,0.0,212.810546875,-30.09645652770996,0.0,10983424.0
1411.806802887,0.0,-1.8893921151175164e-05,0.2763671875,-1860.6732177734375,0.9151657223701477,236.5810546875,0.0,6497.38134765625,0.0,11237376.0,1773933365.7285013,960.3857421875,"{'_type': 'html-file', 'sha256': 'ff7a7f16797f6a9384b7bbb169e21b8484f81278c1e958fb13ef4afdcb9586d1', 'path': 'media/html/render_11237376_ff7a7f16797f6a9384b7.html', 'size': 3865825.0}",221.0537109375,22381.848245223344,0.0,221.0537109375,-30.785568237304688,0.0,11237376.0
1437.548607138,0.0,-2.6884117687586695e-05,0.2666015625,-1851.7891845703125,0.9173340201377869,221.9384765625,0.0,6815.55322265625,0.0,11491328.0,1773933365.9642742,982.671875,,206.9091796875,22267.827022430018,0.0,206.9091796875,-32.73570251464844,0.0,11491328.0
1463.218589233,0.0,4.671676651923917e-05,0.310546875,-1940.14501953125,0.8749199509620667,270.939453125,0.0,5980.40869140625,0.0,11745280.0,1773933391.4695148,926.181640625,,252.9658203125,22388.297525495847,0.0,252.9658203125,-33.13007736206055,0.0,11745280.0
