eval/episode_success_easy,eval/episode_reward_dist,training/critic_loss,training/sps,training/log_alpha,training/alpha_loss,_timestamp,training/actor_loss,eval/episode_success,eval/episode_success_any,eval/episode_success_hard,step,eval/episode_reward_near,eval/episode_reward_survive,eval/episode_dist,eval/episode_reward,training/entropy,_step,render,_runtime,eval/episode_reward_ctrl
,,,,,,1773925736.0284855,,,,,,,,,,,0.0,"{'_type': 'html-file', 'sha256': 'bba85a4a5a881a669770211fe6fd23896148679ffbcabf4f1515e7e8fac1dccc', 'path': 'media/html/render_0_bba85a4a5a881a669770.html', 'size': 3890829.0}",65.49866292,
,,,,,,1773925834.8152707,,,,,,,,,,,1.0,"{'_type': 'html-file', 'sha256': 'd4c474e98bc533b08be62d62ece157ada8475abde13cdb475f05aed56930c49c', 'path': 'media/html/render_1_d4c474e98bc533b08be6.html', 'size': 3855309.0}",164.285326239,
4.5869140625,0.0,1.1632229089736938,7868.479424555626,0.0,2.107758045196533,1773925834.995033,-39.79033660888672,0.0390625,0.0009765625,0.0,1333248.0,0.0,824.8935546875,6584.83349609375,0.0390625,0.0,1333248.0,,190.917039803,-1659.378173828125
11.5908203125,0.0,0.46809932589530945,20677.835973480855,0.0,0.010500441305339336,1773925861.4464087,-30.195247650146484,0.3349609375,0.01171875,0.0,1587200.0,0.0,813.873046875,6858.45849609375,0.3349609375,0.0,1587200.0,,217.585045627,-1910.0887451171875
5.796875,0.0,0.5364237427711487,20702.160076207292,0.0,0.00032327097142115235,1773925888.1140583,-22.836563110351562,0.1689453125,0.00390625,0.0,1841152.0,0.0,473.5263671875,3959.65380859375,0.1689453125,0.0,1841152.0,,244.03492968,-1051.596923828125
16.8076171875,0.0,0.45881783962249756,20827.18656050031,0.0,0.0005807845736853778,1773925914.5641694,-17.68630027770996,2.5634765625,0.0068359375,0.0,2095104.0,0.0,822.9365234375,6378.0029296875,2.5634765625,0.0,2095104.0,,270.550699632,-1940.375
30.4580078125,0.0,0.26572856307029724,20987.7803396777,0.0,0.00034988499828614295,1773925994.3979897,-13.363481521606445,0.8017578125,0.01171875,0.0,2349056.0,0.0,804.939453125,6175.86767578125,0.8017578125,0.0,2349056.0,"{'path': 'media/html/render_2349056_caf63fcc7f13215c2e35.html', 'size': 3869865.0, '_type': 'html-file', 'sha256': 'caf63fcc7f13215c2e35ea6f4e57d736741b979ba09afbb7fffaea09ecde2366'}",323.868013661,-1611.8836669921875
18.16796875,0.0,0.15111911296844482,21257.711245932973,0.0,0.00022306999017018825,1773925994.5879354,-10.18769359588623,0.7216796875,0.0146484375,0.0,2603008.0,0.0,831.62890625,6735.86474609375,0.7216796875,0.0,2603008.0,,350.321666117,-1631.093994140625
33.8876953125,0.0,0.1449517160654068,21222.946632159557,0.0,4.797604196937755e-05,1773926020.8509436,-8.573166847229004,1.029296875,0.015625,0.0,2856960.0,0.0,900.2529296875,7090.357421875,1.029296875,0.0,2856960.0,,376.454569672,-1704.8997802734375
20.505859375,0.0,0.1698138564825058,21391.47098487029,0.0,4.769786028191447e-05,1773926046.9838488,-7.860265254974365,0.1767578125,0.0048828125,0.0,3110912.0,0.0,769.4775390625,6223.4404296875,0.1767578125,0.0,3110912.0,,402.640697203,-1389.0916748046875
33.9072265625,0.0,0.19825586676597595,21367.174353386097,0.0,-3.1653940823161975e-05,1773926073.1700864,-8.4039888381958,3.412109375,0.0283203125,0.0,3364864.0,0.0,777.0517578125,6183.1240234375,3.412109375,0.0,3364864.0,,428.566169512,-1515.864013671875
20.58203125,0.0,0.2615208923816681,21603.022105785803,0.0,-5.982440779916942e-05,1773926151.790662,-10.237180709838867,2.1123046875,0.01953125,0.0,3618816.0,0.0,718.3603515625,6034.33203125,2.1123046875,0.0,3618816.0,"{'sha256': '33f09482f75dd7e2fa636a2f5d24db58a8a216c224712943684ce2f159bc1bb7', 'path': 'media/html/render_3618816_33f09482f75dd7e2fa63.html', 'size': 3878481.0, '_type': 'html-file'}",481.26078693,-1221.919189453125
23.4052734375,0.0,0.31749993562698364,21507.45062094766,0.0,-4.684761734097265e-05,1773926151.9746675,-11.257728576660156,4.564453125,0.0234375,0.0,3872768.0,0.0,630.08203125,5248.9853515625,4.564453125,0.0,3872768.0,,507.327712252,-1132.83251953125
90.1728515625,0.0,0.39926058053970337,21660.18918195092,0.0,-7.763750181766227e-05,1773926177.856844,-12.608182907104492,9.2861328125,0.0654296875,0.0,4126720.0,0.0,818.455078125,6269.7568359375,9.2861328125,0.0,4126720.0,,533.354692839,-1555.952392578125
75.2841796875,0.0,0.47796833515167236,21654.966508061065,0.0,-3.811561327893287e-05,1773926203.8838859,-13.640212059020996,21.2548828125,0.10546875,0.0,4380672.0,0.0,815.12890625,6143.7646484375,21.2548828125,0.0,4380672.0,,559.196744417,-1563.24072265625
62.1806640625,0.0,0.5234795212745667,21737.243576040117,0.0,5.5044987675501034e-05,1773926229.725879,-13.870594024658203,20.1416015625,0.09375,0.0,4634624.0,0.0,747.650390625,5904.76171875,20.1416015625,0.0,4634624.0,,585.212321307,-1408.86865234375
87.7822265625,0.0,0.5803708434104919,21674.46926657686,0.0,-5.257222073851153e-05,1773926307.422004,-14.629881858825684,32.3828125,0.1318359375,0.0,4888576.0,0.0,749.345703125,5766.888671875,32.3828125,0.0,4888576.0,"{'path': 'media/html/render_4888576_beb6879d33d38b3a9b2d.html', 'size': 3871113.0, '_type': 'html-file', 'sha256': 'beb6879d33d38b3a9b2d32a9e3b21ad9b8979b32d1235d9ce927090531f85186'}",636.892090618,-1367.248291015625
97.6962890625,0.0,0.5871250033378601,21798.71617952017,0.0,1.6281685020658188e-05,1773926307.6121278,-14.287753105163574,45.3603515625,0.1201171875,0.0,5142528.0,0.0,851.146484375,6775.61572265625,45.3603515625,0.0,5142528.0,,663.093939849,-1541.1031494140625
65.8544921875,0.0,0.6355382204055786,21684.851645014427,0.0,-8.915464422898367e-05,1773926333.6231856,-14.244952201843262,31.87109375,0.0966796875,0.0,5396480.0,0.0,827.314453125,6684.20947265625,31.87109375,0.0,5396480.0,,688.874946477,-1422.066650390625
100.146484375,0.0,0.664709746837616,21855.293966119316,0.0,1.9086375687038526e-05,1773926359.4039977,-14.6281156539917,66.2998046875,0.12890625,0.0,5650432.0,0.0,873.8876953125,6855.74755859375,66.2998046875,0.0,5650432.0,,714.831758641,-1592.7049560546875
94.169921875,0.0,0.6629660129547119,21786.506065838104,0.0,2.286286326125264e-05,1773926385.3608234,-15.06429386138916,61.3291015625,0.1142578125,0.0,5904384.0,0.0,882.685546875,6869.5849609375,61.3291015625,0.0,5904384.0,,740.591602136,-1626.390625
89.7958984375,0.0,0.6722562313079834,21902.077119027086,0.0,2.4969880541902967e-05,1773926463.7815626,-14.93997573852539,47.876953125,0.140625,0.0,6158336.0,0.0,801.5478515625,6207.76025390625,47.876953125,0.0,6158336.0,"{'sha256': 'ee4be152f9841be4ea3a44b70b536676037e9de919f2a82465c91b2352e8a493', 'path': 'media/html/render_6158336_ee4be152f9841be4ea3a.html', 'size': 3866025.0, '_type': 'html-file'}",793.251565232,-1447.02978515625
136.384765625,0.0,0.7058089971542358,21865.236755620514,0.0,7.40753148420481e-06,1773926463.971795,-15.71749496459961,84.541015625,0.1435546875,0.0,6412288.0,0.0,867.36328125,6418.927734375,84.541015625,0.0,6412288.0,,819.165671469,-1594.25537109375
105.25390625,0.0,0.7638384103775024,21951.31635550802,0.0,-8.484710997436196e-05,1773926489.6948667,-16.743438720703125,80.76953125,0.13671875,0.0,6666240.0,0.0,835.1630859375,6285.5166015625,80.76953125,0.0,6666240.0,,845.038587135,-1595.90185546875
133.51171875,0.0,0.7456567287445068,21943.98200330905,0.0,1.6570224033785053e-05,1773926515.567838,-17.541860580444336,106.1630859375,0.1513671875,0.0,6920192.0,0.0,856.2587890625,6220.1103515625,106.1630859375,0.0,6920192.0,,870.703521231,-1580.4544677734375
132.828125,0.0,0.7789693474769592,22074.32302282008,0.0,-1.0211322660325095e-05,1773926541.232998,-18.11882209777832,121.4443359375,0.1513671875,0.0,7174144.0,0.0,883.4765625,6472.35888671875,121.4443359375,0.0,7174144.0,,896.592485095,-1591.4730224609375
143.9541015625,0.0,0.7504616379737854,21897.263386740717,0.0,-5.30520046595484e-05,1773926619.9850245,-17.757585525512695,117.55859375,0.1650390625,0.0,7428096.0,0.0,802.498046875,5644.4833984375,117.55859375,0.0,7428096.0,"{'size': 3864681.0, '_type': 'html-file', 'sha256': '61f52dc76e28ab45b2a8db619e0bbb6cf006eb215dc1696a7a44f72b8f669e05', 'path': 'media/html/render_7428096_61f52dc76e28ab45b2a8.html'}",949.455091256,-1591.5625
134.00390625,0.0,0.7997057437896729,22094.441688211897,0.0,1.2602201422851067e-05,1773926620.181668,-19.400978088378906,118.0224609375,0.15234375,0.0,7682048.0,0.0,931.123046875,6974.0849609375,118.0224609375,0.0,7682048.0,,975.536579414,-1626.097900390625
128.875,0.0,0.8171008229255676,21916.18334295656,0.0,-4.823439667234197e-05,1773926646.0659015,-19.999399185180664,115.1669921875,0.1650390625,0.0,7936000.0,0.0,894.87109375,6835.6728515625,115.1669921875,0.0,7936000.0,,1001.169661866,-1608.0926513671875
96.8349609375,0.0,0.8266649842262268,22132.582472019003,0.0,6.944232154637575e-06,1773926671.698679,-21.021507263183594,83.9580078125,0.1083984375,0.0,8189952.0,0.0,836.693359375,6549.66650390625,83.9580078125,0.0,8189952.0,,1026.990434355,-1512.996337890625
165.0615234375,0.0,0.824135422706604,22030.734995806484,0.0,-2.6310441171517596e-05,1773926697.519549,-21.714704513549805,150.236328125,0.1904296875,0.0,8443904.0,0.0,942.591796875,6550.990234375,150.236328125,0.0,8443904.0,,1052.605756102,-1787.6322021484375
168.873046875,0.0,0.8582128286361694,22155.12799892156,0.0,1.9429575331741944e-05,1773926775.073961,-22.653573989868164,153.7421875,0.18359375,0.0,8697856.0,0.0,889.9873046875,6307.7734375,153.7421875,0.0,8697856.0,"{'_type': 'html-file', 'sha256': '917112c6674bb34ed039fd380f4b91c057659ec3c77b9849b3f9ac1cfb0c8c45', 'path': 'media/html/render_8697856_917112c6674bb34ed039.html', 'size': 3861201.0}",1104.544012765,-1661.616455078125
168.322265625,0.0,0.8732680082321167,22036.15191538745,0.0,-7.007688691373914e-05,1773926775.2969315,-23.856197357177734,150.9970703125,0.1884765625,0.0,8951808.0,0.0,941.62890625,6700.89697265625,150.9970703125,0.0,8951808.0,,1130.382824719,-1786.059326171875
155.73828125,0.0,0.875028669834137,22188.66091149187,0.0,3.7083202187204733e-05,1773926800.9118645,-24.840700149536133,145.1064453125,0.1845703125,0.0,9205760.0,0.0,925.533203125,6727.025390625,145.1064453125,0.0,9205760.0,,1156.170702392,-1691.979248046875
