eval/episode_reward_dist,eval/episode_reward_near,training/actor_loss,training/critic_loss,_step,_runtime,eval/episode_success,eval/episode_reward_survive,render,eval/episode_success_hard,training/entropy,eval/episode_success_easy,training/log_alpha,eval/episode_success_any,step,eval/episode_dist,training/alpha_loss,training/sps,eval/episode_reward,_timestamp,eval/episode_reward_ctrl
,,,,0.0,58.461506566,,,"{'path': 'media/html/render_0_4a7b07aad65d09fb8c34.html', 'size': 4772929.0, '_type': 'html-file', 'sha256': '4a7b07aad65d09fb8c341d5a48dcef24de08c35766fb353247b80ed3ced9cd65'}",,,,,,,,,,,1773856322.7017443,
,,,,1.0,129.777732439,,,"{'size': 4714341.0, '_type': 'html-file', 'sha256': '685683e81c4fb3d5d7139196a09ab2ed3c9888112c925009d29265024ba8a573', 'path': 'media/html/render_1_685683e81c4fb3d5d713.html'}",,,,,,,,,,,1773856394.0179596,
0.0,0.0,-72.88967895507812,33.925838470458984,793600.0,141.663858001,0.0,0.0,,0.0,0.0,15.49609375,0.0,0.0,793600.0,172.9091796875,5.026074409484863,9359.64500113552,0.0,1773856394.2255752,0.0
0.0,0.0,-78.36221313476562,8.85331916809082,1047552.0,153.296097073,0.00390625,0.0,,0.0,0.0,16.044921875,0.0,0.001953125,1047552.0,202.78466796875,0.012772423215210438,32946.8723279489,0.00390625,1773856405.9036345,0.0
0.0,0.0,-38.013572692871094,1.9775350093841553,1301504.0,164.958439082,0.0,0.0,,0.0,0.0,21.26171875,0.0,0.0,1301504.0,280.9351806640625,0.0016565072583034635,33151.08509529049,0.0,1773856417.5357013,0.0
0.0,0.0,-15.726358413696289,0.5235710144042969,1555456.0,176.586669923,0.0,0.0,,0.0,0.0,15.005859375,0.0,0.0,1555456.0,225.6413116455078,0.0008638172876089811,33000.65636870797,0.0,1773856429.197504,0.0
0.0,0.0,-5.566110134124756,0.1107073724269867,1809408.0,214.407963704,0.04296875,0.0,"{'path': 'media/html/render_1809408_9b335328abab82b845f7.html', 'size': 4769985.0, '_type': 'html-file', 'sha256': '9b335328abab82b845f75e969eec3e2454308b19cf9a0f166b5fd5cbbc3a1e5d'}",0.0,0.0,16.94921875,0.0,0.001953125,1809408.0,216.27841186523438,0.0006577125750482082,33159.88122572825,0.04296875,1773856478.6482456,0.0
0.0,0.0,-1.7945202589035034,0.022542905062437057,2063360.0,226.235302325,0.0,0.0,,0.0,0.0,13.572265625,0.0,0.0,2063360.0,188.57638549804688,0.00022858611191622913,33007.28918300542,0.0,1773856478.8279114,0.0
0.0,0.0,-0.47570034861564636,0.0045464737340807915,2317312.0,237.884677758,0.00390625,0.0,,0.0,0.0,17.3515625,0.0,0.001953125,2317312.0,194.13949584960938,0.000108299296698533,33096.57656219044,0.00390625,1773856490.4750693,0.0
0.0,0.0,-0.0815412625670433,0.000730313709937036,2571264.0,249.528654675,0.0,0.0,,0.0,0.0,14.650390625,0.0,0.0,2571264.0,167.55856323242188,3.6852085031569004e-05,33065.28576154171,0.0,1773856502.1244614,0.0
0.0,0.0,-0.08517692983150482,0.00035921408561989665,2825216.0,261.178113555,0.046875,0.0,,0.0,0.0,17.232421875,0.0,0.001953125,2825216.0,182.28521728515625,-3.79588091163896e-05,33105.79960762323,0.046875,1773856513.7683537,0.0
0.0,0.0,-0.39454373717308044,0.0012134630233049393,3079168.0,298.670152659,0.0,0.0,"{'size': 4739749.0, '_type': 'html-file', 'sha256': '8e325160a688cf3a177dcc8d886dbcbd8e55b6d9b00b8078db0fd5578e5b2502', 'path': 'media/html/render_3079168_8e325160a688cf3a177d.html'}",0.0,0.0,36.716796875,0.0,0.0,3079168.0,450.1409912109375,-2.3264219635166228e-05,33065.706606765736,0.0,1773856562.9103992,0.0
0.0,0.0,-0.6043503880500793,0.0024336453061550856,3333120.0,310.590507722,0.0,0.0,,0.0,0.0,5.505859375,0.0,0.0,3333120.0,91.89838409423828,-8.457904914394021e-05,33157.8889676056,0.0,1773856563.1483061,0.0
0.0,0.0,-0.9107507467269897,0.005151904653757811,3587072.0,322.22000015,0.0,0.0,,0.0,0.0,20.25,0.0,0.0,3587072.0,279.21063232421875,7.502329390263185e-05,32949.626166575246,0.0,1773856574.8301015,0.0
0.0,0.0,-0.5443647503852844,0.0026003809180110693,3841024.0,333.869010707,0.0,0.0,,0.0,0.0,24.01171875,0.0,0.0,3841024.0,299.36773681640625,5.043044802732766e-05,33162.56237783946,0.0,1773856586.4595516,0.0
0.0,0.0,-0.2086060494184494,0.0007347733480855823,4094976.0,345.497575697,0.060546875,0.0,,0.0,0.0,20.537109375,0.0,0.0078125,4094976.0,275.21112060546875,2.721525015658699e-05,33065.599854768036,0.060546875,1773856598.108663,0.0
0.0,0.0,-0.07165749371051788,0.00022719241678714752,4348928.0,383.391011155,0.005859375,0.0,"{'path': 'media/html/render_4348928_c3cd233a89f609795b44.html', 'size': 4738065.0, '_type': 'html-file', 'sha256': 'c3cd233a89f609795b444bd61e72371c79faccda8da0a39f8247b59d3c2201ce'}",0.0,0.0,20.763671875,0.0,0.001953125,4348928.0,205.5795135498047,8.985946806205902e-06,33183.894884424204,0.005859375,1773856647.6312363,0.0
0.0,0.0,-0.06203731894493103,0.00019938046170864254,4602880.0,395.258138394,0.0,0.0,,0.0,0.0,17.31640625,0.0,0.0,4602880.0,136.69921875,-1.9266080926172435e-05,33031.37829334801,0.0,1773856647.847993,0.0
0.0,0.0,-0.14767397940158844,0.00024629448307678103,4856832.0,406.914272673,0.0,0.0,,0.0,0.0,23.62890625,0.0,0.0,4856832.0,249.14488220214844,1.1650387932604644e-05,33077.424774743806,0.0,1773856659.4977353,0.0
0.0,0.0,-0.11088088154792786,0.000232509701163508,5110784.0,418.764034331,0.0,0.0,,0.0,0.0,10.443359375,0.0,0.0,5110784.0,136.09742736816406,-3.1532781576970592e-06,33051.47259022642,0.0,1773856671.1540446,0.0
0.0,0.0,-0.3230985999107361,0.001183160813525319,5364736.0,430.621866689,0.0,0.0,,0.0,0.0,20.755859375,0.0,0.0,5364736.0,250.16586303710938,-6.702941755065694e-05,32223.17259352864,0.0,1773856683.003667,0.0
0.0,0.0,-0.5576660633087158,0.0020754917059093714,5618688.0,468.452978701,0.0,0.0,"{'sha256': 'f0e2f2a0aea0cda837295464c4801c2ff04fa33bf9504725dda1bd66ab2bbadc', 'path': 'media/html/render_5618688_f0e2f2a0aea0cda83729.html', 'size': 4785769.0, '_type': 'html-file'}",0.0,0.0,24.89453125,0.0,0.0,5618688.0,309.7543029785156,3.3112792152678594e-05,32190.670745464075,0.0,1773856732.6932757,0.0
0.0,0.0,-0.3283945322036743,0.0008101603598333895,5872640.0,480.525056854,0.0,0.0,,0.0,0.0,19.732421875,0.0,0.0,5872640.0,238.01983642578125,2.531395512050949e-05,32198.96647918658,0.0,1773856732.887112,0.0
0.0,0.0,-0.15318702161312103,0.00029266299679875374,6126592.0,492.358864204,0.0,0.0,,0.0,0.0,20.146484375,0.0,0.0,6126592.0,355.30535888671875,8.011590580281336e-06,32136.448660292772,0.0,1773856744.7642133,0.0
0.0,0.0,-0.11042021214962006,0.00026075876667164266,6380544.0,504.218113446,0.005859375,0.0,,0.0,0.0,12.689453125,0.0,0.001953125,6380544.0,164.57595825195312,-8.361138498003129e-06,32291.931806497472,0.005859375,1773856756.5986571,0.0
0.0,0.0,-0.15110544860363007,0.0002682215126696974,6634496.0,516.069941436,0.013671875,0.0,,0.0,0.0,15.05078125,0.0,0.001953125,6634496.0,216.86106872558594,3.952216047764523e-06,32187.826366211626,0.013671875,1773856768.457793,0.0
0.0,0.0,-0.24614083766937256,0.00048154284013435245,6888448.0,554.721637895,0.01171875,0.0,"{'path': 'media/html/render_6888448_37339aada919401d2232.html', 'size': 4770513.0, '_type': 'html-file', 'sha256': '37339aada919401d223206bf611a01e1ba2aa391f7cb8e7f7f91ffeb01fb5986'}",0.0,0.0,19.08203125,0.0,0.00390625,6888448.0,203.64913940429688,-1.2905505172966514e-05,32220.594397235316,0.01171875,1773856818.9618983,0.0
0.0,0.0,-0.17728523910045624,0.0009876490803435445,7142400.0,566.855691956,0.015625,0.0,,0.0,0.0,25.109375,0.0,0.001953125,7142400.0,333.022705078125,3.7704834539908916e-05,32191.661143224304,0.015625,1773856819.2171063,0.0
0.0,0.0,-0.04231123998761177,0.00018665785319171846,7396352.0,578.706036646,0.009765625,0.0,,0.0,0.0,16.734375,0.0,0.001953125,7396352.0,216.00448608398438,1.6275942471111193e-05,32138.72636814359,0.009765625,1773856831.0953739,0.0
0.0,0.0,-0.007799473591148853,0.0001595905632711947,7650304.0,590.552336897,0.0,0.0,,0.0,0.0,15.869140625,0.0,0.0,7650304.0,238.46768188476562,2.8333715818007477e-05,32226.467826793247,0.0,1773856842.9452372,0.0
0.0,0.0,-0.09413346648216248,0.00019283182336948812,7904256.0,602.403202196,0.0,0.0,,0.0,0.0,12.150390625,0.0,0.0,7904256.0,164.59548950195312,-0.00010815410496434197,32254.34827021583,0.0,1773856854.7918842,0.0
0.0,0.0,-0.13064822554588318,0.00019046248053200543,8158208.0,640.752758713,0.009765625,0.0,"{'_type': 'html-file', 'sha256': '0725e462d5d8d833bd0c37f0b929b00dc83ae9f0cf2eee2960e795716b4afa04', 'path': 'media/html/render_8158208_0725e462d5d8d833bd0c.html', 'size': 4763749.0}",0.0,0.0,29.47265625,0.0,0.001953125,8158208.0,307.66510009765625,2.920027952768578e-07,32228.412135531617,0.009765625,1773856904.9930465,0.0
0.0,0.0,-0.07537692785263062,0.00013451644917950034,8412160.0,652.832170872,0.0,0.0,,0.0,0.0,21.830078125,0.0,0.0,8412160.0,284.77703857421875,7.059442850732012e-06,32201.78167481679,0.0,1773856905.1876342,0.0
